,Species,Farm.Name,Lot.Number,Altitude,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Country.of.Origin
362,Arabica,valparaiso,,5000,125,1 kg,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84.67,0.12,0,0,Green,4,"July 3rd, 2013",2
363,Arabica,santa mariana/são vicente,,950m,53,60 kg,2012,"February 17th, 2012",Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,0,Green,2,"February 16th, 2013",0
364,Arabica,,,1600 m.s.n.m,275,70 kg,Jan.11,"April 20th, 2011",,,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,83.75,0.1,0,0,,1,"April 19th, 2012",1
365,Arabica,fazenda capoeirnha,020/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,83,0,0,0,Green,4,"October 20th, 2018",0
366,Arabica,agropecuaria quiagral,,4300,250,1 kg,2012,"July 9th, 2012",Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,82.83,0.11,0,0,Green,10,"July 9th, 2013",2
367,Arabica,el carrizo,,1550,15,1 kg,2012,"September 13th, 2012",Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1,0,Green,2,"September 13th, 2013",3
368,Arabica,santo tomas pachuj,,1550 mts.,250,69 kg,2014,"May 26th, 2014",Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,0,0,Green,6,"May 26th, 2015",2
369,Arabica,,1,1130,220,69 kg,2016,"February 25th, 2016",,,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,81.33,0.12,0,2,Green,0,"February 24th, 2017",3
370,Arabica,sertao farm,,1250,250,2 kg,2013/2014,"January 2nd, 2014",Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10,10,10,7.5,83,0.12,0,0,Bluish-Green,4,"January 2nd, 2015",0
371,Arabica,,,1200-2000m,100,24 kg,2014,"March 21st, 2015",Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,82.83,0,0,0,,1,"March 20th, 2016",1
372,Arabica,omicuatla,,533,10,1 kg,2012,"September 27th, 2012",Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0,,8,"September 27th, 2013",3
373,Arabica,finca quequesquez,,1450,250,1 kg,2012,"August 23rd, 2012",Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,83.67,0.11,0,0,Green,1,"August 23rd, 2013",2
374,Arabica,santo tomas pachuj,,1550,250,69 kg,2013,"June 5th, 2013",Bourbon,Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12,0,0,Green,5,"June 5th, 2014",2
375,Arabica,conquista / morito,,,250,1 kg,2012,"January 13th, 2012",Bourbon,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33,0.11,0,0,Green,6,"January 12th, 2013",2
376,Arabica,,,1750 msnm,250,70 kg,2011,"December 22nd, 2011",Caturra,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,Green,1,"December 21st, 2012",1
377,Arabica,la union monte verde,,4300,250,69 kg,2013,"May 30th, 2013",Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,83.67,0.12,1,0,Green,3,"May 30th, 2014",2
378,Arabica,,,1800 - 2000,250,70 kg,2013,"August 16th, 2013",Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,83.67,0,0,0,Green,1,"August 16th, 2014",1
379,Arabica,fazenda sacramento,,1100,300,60 kg,2015/2016,"November 20th, 2015",Catuai,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11,0,0,Green,14,"November 19th, 2016",0
380,Arabica,cerca de los angeles,,1200,20,1 kg,2012,"July 26th, 2012",Caturra,Washed / Wet,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,0.13,1,0,Green,3,"July 26th, 2013",3
381,Arabica,fazenda são sebastião,,1000m,17,60 kg,2012,"January 23rd, 2012",Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,81.17,0.12,0,0,Green,1,"January 22nd, 2013",0
382,Arabica,fazenda capoeirnha,020/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,82.5,0.11,0,0,Green,4,"October 20th, 2018",0
383,Arabica,mata larga,,1000,62,1 kg,2012,"July 11th, 2012",Bourbon,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0,Green,0,"July 11th, 2013",3
384,Arabica,rio verde,,1,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,82.67,0,0,0,Green,0,"October 7th, 2016",0
385,Arabica,cachoeira da grama farm,,,300,60 kg,2014,"January 15th, 2015",Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,83.42,0.12,0,0,Green,6,"January 15th, 2016",0
386,Arabica,fazenda rio verde,,1260,320,60 kg,2013/2014,"December 26th, 2013",Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,83.83,0.1,0,0,Green,0,"December 26th, 2014",0
387,Arabica,la cuchilla,,1300,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,0.12,0,0,Green,3,"July 11th, 2013",3
388,Arabica,,,1550-1700m,100,2 lbs,2014/2015,"November 21st, 2014",Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,83.67,0.11,0,0,,4,"November 21st, 2015",1
389,Arabica,el naranjo,,1500,10,1 kg,2012,"September 13th, 2012",Typica,Washed / Wet,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,77.33,0.15,4,0,,5,"September 13th, 2013",3
390,Arabica,rio verde,,1227,10,2 kg,2015/2016,"October 12th, 2015",Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,83.33,0.1,1,0,Green,5,"October 11th, 2016",0
391,Arabica,,3-37-4468,1500,129,70 kg,2017,"July 7th, 2017",Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10,10,10,7.58,82.92,0.11,0,0,Green,1,"July 7th, 2018",1
392,Arabica,piamonte,11/23/0513,1700,50,69 kg,2017,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10,10,10,7.58,82.83,0.11,1,1,Green,2,"June 22nd, 2018",2
393,Arabica,santa teresa,,1300,250,1 kg,2013,"March 15th, 2013",Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33,0.12,0,0,Green,3,"March 15th, 2014",3
394,Arabica,el papaturro,,4000 psnm,250,69 kg,2014,"May 22nd, 2014",Bourbon,Washed / Wet,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,83.83,0.1,0,0,Green,1,"May 22nd, 2015",2
395,Arabica,piamonte,11/23/0696,1700,50,69 kg,2017,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,83.42,0.1,0,0,Green,3,"August 23rd, 2018",2
396,Arabica,el sacramento,,4300,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,83.33,0.11,0,0,Green,3,"February 26th, 2014",2
397,Arabica,rio verde,,1,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,Green,1,"October 7th, 2016",0
398,Arabica,rio verde,,1,320,2 kg,2015/2016,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,83.08,0,0,0,Green,3,"October 7th, 2016",0
399,Arabica,finca medina,,4563,275,69 kg,2012,"September 19th, 2012",Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0,Green,2,"September 19th, 2013",2
400,Arabica,la gloria,,750,50,1 kg,2012,"September 10th, 2012",Typica,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,0.14,0,0,Green,19,"September 10th, 2013",3
401,Arabica,fazenda capoeirnha,019/17,890,320,60 kg,2017 / 2018,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,83.75,0.11,0,0,Green,5,"October 20th, 2018",0
402,Arabica,tepemalacax,,441,10,1 kg,2012,"September 27th, 2012",Typica,Natural / Dry,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33,0.15,1,0,,8,"September 27th, 2013",3
403,Arabica,san josé y el portillo,,1200,30,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11,0,0,Green,2,"September 4th, 2013",3
404,Arabica,"olotlan, el plan, criollo garnica",,1186,60,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13,0,0,Green,12,"July 11th, 2013",3
405,Arabica,,,1600-1800msnm,250,70 kg,1T/2011,"June 14th, 2011",,,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,83.25,0.08,0,0,,0,"June 13th, 2012",1
406,Arabica,pico del oro,,12oo,120,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,0.14,7,0,Green,38,"August 30th, 2013",3
407,Arabica,el guayabo,11/15/0293,1500,275,69 kg,2017,"September 8th, 2017",Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1,0,0,Green,4,"September 8th, 2018",2
408,Arabica,la castellana,,4300,250,69 kg,2013,"July 5th, 2013",Bourbon,Washed / Wet,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,0.12,1,0,Green,8,"July 5th, 2014",2
409,Arabica,several,,1400,250,1 kg,2012,"January 9th, 2013",Caturra,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1,0,Green,12,"January 9th, 2014",2
410,Arabica,,,1750,250,70 kg,2011,"December 22nd, 2011",Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42,0,0,0,Green,2,"December 21st, 2012",1
411,Arabica,conquista / morito,,,250,1 kg,2012,"January 6th, 2012",Bourbon,Washed / Wet,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,75.58,0.12,0,0,,10,"January 5th, 2013",2
412,Arabica,santa cruz - pante don jaime,,1650,28,1 kg,2012,"June 6th, 2012",Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0,,2,"June 6th, 2013",3
413,Arabica,,,de 1600 a 1950 msnm,275,70 kg,2012,"October 23rd, 2012",Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10,10,10,7.67,83,0.11,1,0,Green,2,"October 23rd, 2013",1
414,Arabica,,,1800,250,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0,Green,13,"August 30th, 2013",3
415,Arabica,,,,320,5 lbs,2014,"April 2nd, 2014",,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0,Green,4,"April 2nd, 2015",3
416,Arabica,,,de 1600 a 1950 msnm,275,70 kg,2014,"December 12th, 2014",Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,83.92,0,0,0,Green,1,"December 12th, 2015",1
417,Arabica,tlapacoya,,532,10,1 kg,2012,"September 27th, 2012",Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,83.17,0.12,3,0,,8,"September 27th, 2013",3
418,Arabica,tepetzingo,,1250,50,1 kg,2012,"September 17th, 2012",Typica,Washed / Wet,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,79.58,0.12,0,0,,11,"September 17th, 2013",3
419,Arabica,finca los barreales,,1170,10,1 kg,2013,"December 12th, 2013",Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42,0.12,0,0,Green,0,"December 12th, 2014",3
420,Arabica,la loma,,1089,10,1 kg,2012,"September 27th, 2012",Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,83.17,0.14,0,0,,10,"September 27th, 2013",3
421,Arabica,cachoeira da grama farm,,1250 m,300,60 kg,2015/2016,"November 17th, 2015",Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,0,0,Green,3,"November 16th, 2016",0
422,Arabica,tlamatoca,,1200,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,82.75,0.12,0,0,,0,"July 11th, 2013",3
423,Arabica,linda vista,11/973/158,1450,275,69 kg,2016,"August 31st, 2016",Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2,Green,2,"August 31st, 2017",2
424,Arabica,el chile,,1300 a 1800 metros sobre el nivel del mar,275,69 kg,2015,"June 30th, 2015",Catuai,Washed / Wet,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11,0,0,Green,6,"June 29th, 2016",2
425,Arabica,various,,,275,1 kg,2012,"March 26th, 2012",Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5,0.11,0,0,Green,5,"March 26th, 2013",2
426,Arabica,nueva granada,,4500 pies,200,69 kg,2015,"June 5th, 2015",Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10,10,10,7.58,83,0.11,0,0,Green,2,"June 4th, 2016",2
427,Arabica,fazenda pantano,,11000 metros,300,2 kg,2014/2015,"August 15th, 2014",Moka Peaberry,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10,10,10,7.58,82.92,0.11,0,0,Green,16,"August 15th, 2015",0
428,Arabica,pante san pedro,,1400,20,1 kg,2012,"September 11th, 2012",Typica,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42,0.13,0,0,Green,2,"September 11th, 2013",3
429,Arabica,,,442 msnm,250,70 kg,2012,"January 31st, 2012",Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42,0,0,0,,2,"January 30th, 2013",1
430,Arabica,finca medina,11/11711/58,1500,250,1500 kg,2016,"May 23rd, 2016",Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,83.17,0.11,2,2,Green,3,"May 23rd, 2017",2
431,Arabica,la esperanza y anexos,,4300,250,1 kg,2013,"January 29th, 2013",Bourbon,Washed / Wet,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,77.42,0.11,2,0,Green,15,"January 29th, 2014",2
432,Arabica,,,940,10,1 kg,2012,"August 30th, 2012",Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,0,0,Green,21,"August 30th, 2013",3
433,Arabica,rio verde,,1100,320,2 kg,2014/2015,"October 15th, 2014",Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0,Green,0,"October 15th, 2015",0
434,Arabica,fazenda chamusca,,900-1050m,42,60 kg,2011,"October 28th, 2011",Mundo Novo,,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,82.58,0,0,0,,4,"October 27th, 2012",0
435,Arabica,rio verde,,1260,300,60 kg,2013/2014,"November 6th, 2013",Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0,Blue-Green,3,"November 6th, 2014",0
436,Arabica,las ceibas,,1140,20,1 kg,2012,"September 10th, 2012",Typica,Washed / Wet,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,74.33,0.14,3,0,Green,11,"September 10th, 2013",3
437,Arabica,various,,1600 meters,280,69 kg,2014,"April 26th, 2014",Bourbon,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0,0,0,Green,0,"April 26th, 2015",3
438,Arabica,huanacaxtle,,1500,13,1 kg,2012,"September 13th, 2012",Typica,Washed / Wet,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,0.16,0,0,,2,"September 13th, 2013",3
439,Arabica,union ramal santa cruz,,1400,310,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,79.75,0.12,0,0,Green,4,"March 29th, 2014",3
440,Arabica,rancho san francisco iii,,1100,82,1 kg,2012,"August 30th, 2012",Bourbon,Washed / Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,0,0,0,,0,"August 30th, 2013",3
441,Arabica,cachoeira da grama farm,43103820 - K24258 - 030/16,,300,59 kg,2016 / 2017,"September 9th, 2016",Yellow Bourbon,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,81,0.11,0,2,Bluish-Green,3,"September 9th, 2017",0
442,Arabica,finca medina,,1500msnm,150,60 kg,2015/2016,"October 23rd, 2015",Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,0,0,Green,0,"October 22nd, 2016",2
443,Arabica,,,1530,250,1 kg,2014/2015,"October 15th, 2014",Other,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10,10,10,7.5,84.17,0.12,0,0,Green,4,"October 15th, 2015",1
444,Arabica,olhos d'agua,,900m,90,60 kg,2011,"October 28th, 2011",,,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,83.17,0.02,0,0,,2,"October 27th, 2012",0
445,Arabica,,,1600,250,70 kg,2014,"June 24th, 2014",Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,83.58,0,0,0,Green,0,"June 24th, 2015",1
446,Arabica,nueva granada,11/326/14,4500,450,69 kg,2016,"March 17th, 2016",Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0,Green,0,"March 17th, 2017",2
447,Arabica,agropecuaria quiagral,,4300,250,1 kg,2012,"July 17th, 2012",Bourbon,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84.67,0.11,0,0,Green,4,"July 17th, 2013",2
448,Arabica,fazendas klem ltda,KLEM-C08,1100,42,5 kg,,"November 15th, 2017",Catuai,Natural / Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,81.33,0.11,0,0,Green,0,"November 15th, 2018",0
449,Arabica,,,,275,2 kg,2014,"March 12th, 2015",,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,83.5,0,1,0,,0,"March 11th, 2016",1
450,Arabica,various,,1300,380,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,79.75,0.12,0,0,Green,5,"March 29th, 2014",3
451,Arabica,finca monte grande,,1100,250,1 kg,2012,"July 26th, 2012",Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,0.11,0,0,Green,3,"July 26th, 2013",3
452,Arabica,finca la fortuna,,850,10,1 kg,2012,"September 11th, 2012",Other,Washed / Wet,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,0.12,2,0,Green,7,"September 11th, 2013",3
453,Arabica,la lagunilla,,1480,300,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10,10,10,7.83,84.08,0.11,1,0,Green,10,"September 4th, 2013",3
454,Arabica,la esperanza,11/23/0689,1901,25,69 kg,2017,"August 23rd, 2017",Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0.1,0,0,Green,2,"August 23rd, 2018",2
455,Arabica,conquista / morito,,4600 ft.,250,2 kg,2012,"February 1st, 2012",Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,83.17,0,0,0,Green,10,"January 31st, 2013",2
456,Arabica,castelhana farm,,,320,60 kg,2015/2016,"October 8th, 2015",,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0,0,0,Green,1,"October 7th, 2016",0
457,Arabica,platanal,,981,10,1 kg,2012,"September 27th, 2012",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,0,,7,"September 27th, 2013",3
458,Arabica,,,1642,40,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,81.08,0.11,0,0,Green,5,"August 30th, 2013",3
459,Arabica,,,1550,250,1 kg,2012,"August 1st, 2012",Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,79.5,0.12,1,0,Green,20,"August 1st, 2013",3
460,Arabica,,43102245 - P4615,,300,60 kg,2016,"January 12th, 2016",,,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,83.25,0.12,0,0,Green,4,"January 11th, 2017",0
461,Arabica,,,,300,60 kg,2015,"April 20th, 2015",Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11,0,0,Green,10,"April 19th, 2016",0
462,Arabica,several,,1300,250,3 kg,2013,"January 21st, 2014",Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,82.33,0.1,0,0,Green,2,"January 21st, 2015",1
463,Arabica,finca la orduña,,1250,100,1 kg,2012,"July 11th, 2012",Typica,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,0.12,0,0,Green,6,"July 11th, 2013",3
464,Arabica,,,175,250,70 kg,2012,"February 22nd, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,83.25,0.12,0,0,Green,1,"February 21st, 2013",1
465,Arabica,fazenda recreio,,1300,29,60 kg,2011,"December 3rd, 2011",Bourbon,Natural / Dry,8.5,8.17,8,7.75,8,8,10,10,10,8,86.42,0.12,0,0,Green,2,"December 2nd, 2012",0
466,Arabica,chapultepec,11/23/0168,1320,250,69 kg,2016,"May 23rd, 2016",Bourbon,Washed / Wet,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11,0,8,Green,6,"May 23rd, 2017",2
467,Arabica,"la orduña, coatepec, veracruz",,1250,20,1 kg,2012,"September 10th, 2012",Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12,0,0,Green,9,"September 10th, 2013",3
468,Arabica,juliana,,,300,1 kg,2013,"February 4th, 2014",Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,81.17,0.11,0,0,Green,3,"February 4th, 2015",0
469,Arabica,el papaturro,,4000 psnm,250,69 kg,2014,"August 8th, 2014",Bourbon,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10,10,10,7.5,84,0.1,0,0,Green,1,"August 8th, 2015",2
470,Arabica,,,1800 m.s.n.m,250,70 kg,4T/2010,"January 25th, 2011",,,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83,0.01,0,0,,1,"January 25th, 2012",1
471,Arabica,cafetal santa maria,,1200 a 1400,10,1 kg,2012,"March 5th, 2012",Typica,Washed / Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11,0,0,Green,0,"March 5th, 2013",3
472,Arabica,finca nueva linda,,1400,250,1 kg,2012,"April 2nd, 2012",Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0,Green,2,"April 2nd, 2013",3
473,Arabica,fazenda vista alegre,,1100m,35,60 kg,2011,"December 3rd, 2011",Catuai,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84.58,0.11,0,0,Blue-Green,1,"December 2nd, 2012",0
474,Arabica,sitio claro,,1000 m,10,60 kg,2011,"December 3rd, 2011",Catuai,Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,84.92,0.12,0,0,Green,2,"December 2nd, 2012",0
475,Arabica,el pino,,1100,200,1 kg,2013,"July 15th, 2014",Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,83.33,0.12,0,0,Green,0,"July 15th, 2015",3
476,Arabica,,,1500-1600,250,70 kg,2014,"January 24th, 2014",Other,Washed / Wet,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,83.75,0,0,0,Green,3,"January 24th, 2015",1
477,Arabica,,3-37-0277,,243,70 kg,2016,"November 25th, 2016",Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,84.92,0,1,6,,2,"November 25th, 2017",1
478,Arabica,el papaturro,,4000 p.s.n.m.,250,69 kg,2013,"May 13th, 2014",Bourbon,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,0,Green,2,"May 13th, 2015",2
479,Arabica,finca el morito,,4300,250,69 kg,2013,"April 26th, 2013",Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,83.17,0.11,0,0,Green,2,"April 26th, 2014",2
480,Arabica,,,de 1600 a 1950 msnm,275,70 kg,Mayo a Julio,"October 4th, 2011",,,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,,0,"October 3rd, 2012",1
481,Arabica,los barreales 1112lbcat_s110312,,1170,10,1 kg,2012,"August 31st, 2012",Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42,0.13,0,0,Green,1,"August 31st, 2013",3
